Area,Item,Year,Unit,Value
Philippines,Fuel oil,2020,kilotonnes,1.4384
Pitcairn,Fuel oil,2010,NULL,NULL
Pitcairn,Fuel oil,2015,NULL,NULL
Pitcairn,Fuel oil,2020,NULL,NULL
Poland,Fuel oil,2010,kilotonnes,71.9201
Poland,Fuel oil,2015,kilotonnes,31.2696
Poland,Fuel oil,2020,kilotonnes,30.0188
Portugal,Fuel oil,2010,kilotonnes,50.0314
Portugal,Fuel oil,2015,kilotonnes,12.5078
Portugal,Fuel oil,2020,kilotonnes,12.5078
Puerto Rico,Fuel oil,2010,NULL,NULL
Puerto Rico,Fuel oil,2015,NULL,NULL
Puerto Rico,Fuel oil,2020,NULL,NULL
Qatar,Fuel oil,2010,NULL,NULL
Qatar,Fuel oil,2015,NULL,NULL
Qatar,Fuel oil,2020,NULL,NULL
Republic of Korea,Fuel oil,2010,kilotonnes,362.7274
Republic of Korea,Fuel oil,2015,kilotonnes,134.4593
Republic of Korea,Fuel oil,2020,kilotonnes,116.3229
Republic of Moldova,Fuel oil,2010,kilotonnes,0.9651
Republic of Moldova,Fuel oil,2015,kilotonnes,0.386
Republic of Moldova,Fuel oil,2020,kilotonnes,0.193
Réunion,Fuel oil,2010,kilotonnes,3.1578
Réunion,Fuel oil,2015,kilotonnes,5.516
Réunion,Fuel oil,2020,kilotonnes,7.4025
Romania,Fuel oil,2010,kilotonnes,3.127
Romania,Fuel oil,2015,kilotonnes,3.127
Romania,Fuel oil,2020,kilotonnes,3.127
Russian Federation,Fuel oil,2010,kilotonnes,1488.433
Russian Federation,Fuel oil,2015,kilotonnes,863.041
Russian Federation,Fuel oil,2020,kilotonnes,1449.2834
Rwanda,Fuel oil,2010,kilotonnes,1.1428
Rwanda,Fuel oil,2015,kilotonnes,1.6874
Rwanda,Fuel oil,2020,kilotonnes,3.8139
"Saint Helena, Ascension and Tristan da Cunha",Fuel oil,2010,NULL,NULL
"Saint Helena, Ascension and Tristan da Cunha",Fuel oil,2015,NULL,NULL
"Saint Helena, Ascension and Tristan da Cunha",Fuel oil,2020,NULL,NULL
Saint Kitts and Nevis,Fuel oil,2010,NULL,NULL
Saint Kitts and Nevis,Fuel oil,2015,NULL,NULL
Saint Kitts and Nevis,Fuel oil,2020,NULL,NULL
Saint Lucia,Fuel oil,2010,NULL,NULL
Saint Lucia,Fuel oil,2015,NULL,NULL
Saint Lucia,Fuel oil,2020,NULL,NULL
Saint Pierre and Miquelon,Fuel oil,2010,NULL,NULL
Saint Pierre and Miquelon,Fuel oil,2015,NULL,NULL
Saint Pierre and Miquelon,Fuel oil,2020,NULL,NULL
Saint Vincent and the Grenadines,Fuel oil,2010,NULL,NULL
Saint Vincent and the Grenadines,Fuel oil,2015,NULL,NULL
Saint Vincent and the Grenadines,Fuel oil,2020,NULL,NULL
Samoa,Fuel oil,2010,NULL,NULL
Samoa,Fuel oil,2015,NULL,NULL
Samoa,Fuel oil,2020,NULL,NULL
San Marino,Fuel oil,2010,NULL,NULL
San Marino,Fuel oil,2015,NULL,NULL
San Marino,Fuel oil,2020,NULL,NULL
Sao Tome and Principe,Fuel oil,2010,NULL,NULL
Sao Tome and Principe,Fuel oil,2015,NULL,NULL
Sao Tome and Principe,Fuel oil,2020,NULL,NULL
Saudi Arabia,Fuel oil,2010,kilotonnes,2554.0681
Saudi Arabia,Fuel oil,2015,kilotonnes,4269.7203
Saudi Arabia,Fuel oil,2020,kilotonnes,7341.911
Senegal,Fuel oil,2010,kilotonnes,17.2825
Senegal,Fuel oil,2015,kilotonnes,58.7687
Senegal,Fuel oil,2020,kilotonnes,5.7687
Serbia,Fuel oil,2010,kilotonnes,3.127
Serbia,Fuel oil,2015,kilotonnes,27.3067
Serbia,Fuel oil,2020,kilotonnes,24.0559
Serbia and Montenegro,Fuel oil,2010,NULL,NULL
Serbia and Montenegro,Fuel oil,2015,NULL,NULL
Serbia and Montenegro,Fuel oil,2020,NULL,NULL
Seychelles,Fuel oil,2010,kilotonnes,1.3477
Seychelles,Fuel oil,2015,kilotonnes,1.0707
Seychelles,Fuel oil,2020,kilotonnes,1.0334
Sierra Leone,Fuel oil,2010,kilotonnes,8.2312
Sierra Leone,Fuel oil,2015,kilotonnes,13.4984
Sierra Leone,Fuel oil,2020,kilotonnes,16.4725
Singapore,Fuel oil,2010,kilotonnes,78.6091
Singapore,Fuel oil,2015,kilotonnes,134.1485
Singapore,Fuel oil,2020,kilotonnes,32.1621
Slovakia,Fuel oil,2010,kilotonnes,1.1726
Slovakia,Fuel oil,2015,kilotonnes,0.0391
Slovakia,Fuel oil,2020,kilotonnes,3.5608
Slovenia,Fuel oil,2010,kilotonnes,1.83
Slovenia,Fuel oil,2015,kilotonnes,0.8114
Slovenia,Fuel oil,2020,NULL,NULL
Solomon Islands,Fuel oil,2010,NULL,NULL
Solomon Islands,Fuel oil,2015,NULL,NULL
Solomon Islands,Fuel oil,2020,NULL,NULL
Somalia,Fuel oil,2010,kilotonnes,10.6399
Somalia,Fuel oil,2015,kilotonnes,9.2981
Somalia,Fuel oil,2020,kilotonnes,12.6783
South Africa,Fuel oil,2010,kilotonnes,78.174
South Africa,Fuel oil,2015,kilotonnes,18.7618
South Africa,Fuel oil,2020,kilotonnes,85.0533
South Sudan,Fuel oil,2010,NULL,NULL
South Sudan,Fuel oil,2015,NULL,NULL
South Sudan,Fuel oil,2020,NULL,NULL
Spain,Fuel oil,2010,kilotonnes,53.1583
Spain,Fuel oil,2015,kilotonnes,18.7618
Spain,Fuel oil,2020,kilotonnes,16.2602
Sri Lanka,Fuel oil,2010,kilotonnes,21.8887
Sri Lanka,Fuel oil,2015,kilotonnes,0.9381
Sri Lanka,Fuel oil,2020,NULL,NULL
Sudan,Fuel oil,2010,NULL,NULL
Sudan,Fuel oil,2015,kilotonnes,40.9076
Sudan,Fuel oil,2020,kilotonnes,75.5235
Sudan (former),Fuel oil,2010,kilotonnes,30.5282
Sudan (former),Fuel oil,2015,NULL,NULL
Sudan (former),Fuel oil,2020,NULL,NULL
Suriname,Fuel oil,2010,kilotonnes,32.8331
Suriname,Fuel oil,2015,kilotonnes,53.9029
Suriname,Fuel oil,2020,kilotonnes,47.93
Svalbard and Jan Mayen Islands,Fuel oil,2010,NULL,NULL
Svalbard and Jan Mayen Islands,Fuel oil,2015,NULL,NULL
Svalbard and Jan Mayen Islands,Fuel oil,2020,NULL,NULL
Sweden,Fuel oil,2010,kilotonnes,53.1583
Sweden,Fuel oil,2015,kilotonnes,50.0314
Sweden,Fuel oil,2020,kilotonnes,53.1583
Switzerland,Fuel oil,2010,kilotonnes,28.7837
Switzerland,Fuel oil,2015,kilotonnes,3.1056
Switzerland,Fuel oil,2020,NULL,NULL
Syrian Arab Republic,Fuel oil,2010,kilotonnes,349.2671
Syrian Arab Republic,Fuel oil,2015,kilotonnes,153.5098
Syrian Arab Republic,Fuel oil,2020,kilotonnes,172.0147
Tajikistan,Fuel oil,2010,kilotonnes,13.6015
Tajikistan,Fuel oil,2015,kilotonnes,1.4153
Tajikistan,Fuel oil,2020,kilotonnes,0.7137
Thailand,Fuel oil,2010,kilotonnes,9.3809
Thailand,Fuel oil,2015,kilotonnes,13.9229
Thailand,Fuel oil,2020,kilotonnes,14.5186
Timor-Leste,Fuel oil,2010,NULL,NULL
Timor-Leste,Fuel oil,2015,NULL,NULL
Timor-Leste,Fuel oil,2020,NULL,NULL
Togo,Fuel oil,2010,kilotonnes,32.7458
Togo,Fuel oil,2015,kilotonnes,9.1986
Togo,Fuel oil,2020,kilotonnes,11.8858
Tokelau,Fuel oil,2010,NULL,NULL
Tokelau,Fuel oil,2015,NULL,NULL
Tokelau,Fuel oil,2020,NULL,NULL
Tonga,Fuel oil,2010,kilotonnes,0.5008
Tonga,Fuel oil,2015,kilotonnes,5.8029
Tonga,Fuel oil,2020,kilotonnes,0.2165
Trinidad and Tobago,Fuel oil,2010,kilotonnes,7.7852
Trinidad and Tobago,Fuel oil,2015,kilotonnes,22.9603
Trinidad and Tobago,Fuel oil,2020,kilotonnes,33.8865
Tunisia,Fuel oil,2010,kilotonnes,40.6505
Tunisia,Fuel oil,2015,kilotonnes,75.047
Tunisia,Fuel oil,2020,kilotonnes,120.7007
Türkiye,Fuel oil,2010,kilotonnes,71.725
Türkiye,Fuel oil,2015,kilotonnes,134.4593
Türkiye,Fuel oil,2020,kilotonnes,78.7328
Turkmenistan,Fuel oil,2010,kilotonnes,143.723
Turkmenistan,Fuel oil,2015,kilotonnes,69.349
Turkmenistan,Fuel oil,2020,kilotonnes,4.2466
Turks and Caicos Islands,Fuel oil,2010,NULL,NULL
Turks and Caicos Islands,Fuel oil,2015,NULL,NULL
Turks and Caicos Islands,Fuel oil,2020,NULL,NULL
Tuvalu,Fuel oil,2010,NULL,NULL
Tuvalu,Fuel oil,2015,NULL,NULL
Tuvalu,Fuel oil,2020,NULL,NULL
Uganda,Fuel oil,2010,kilotonnes,10.1563
Uganda,Fuel oil,2015,kilotonnes,7.849
Uganda,Fuel oil,2020,kilotonnes,0.8612
Ukraine,Fuel oil,2010,kilotonnes,3.127
Ukraine,Fuel oil,2015,kilotonnes,3.127
Ukraine,Fuel oil,2020,kilotonnes,6.8793
United Arab Emirates,Fuel oil,2010,kilotonnes,367.2792
United Arab Emirates,Fuel oil,2015,kilotonnes,411.0991
United Arab Emirates,Fuel oil,2020,kilotonnes,455.5071
United Kingdom of Great Britain and Northern Ireland,Fuel oil,2010,kilotonnes,34.3966
United Kingdom of Great Britain and Northern Ireland,Fuel oil,2015,kilotonnes,53.1583
United Kingdom of Great Britain and Northern Ireland,Fuel oil,2020,kilotonnes,57.5361
United Republic of Tanzania,Fuel oil,2010,kilotonnes,21.6022
United Republic of Tanzania,Fuel oil,2015,kilotonnes,54.6618
United Republic of Tanzania,Fuel oil,2020,NULL,NULL
United States of America,Fuel oil,2010,kilotonnes,44.7442
United States of America,Fuel oil,2015,kilotonnes,3.127
United States of America,Fuel oil,2020,kilotonnes,6.8793
United States Virgin Islands,Fuel oil,2010,NULL,NULL
United States Virgin Islands,Fuel oil,2015,NULL,NULL
United States Virgin Islands,Fuel oil,2020,NULL,NULL
Uruguay,Fuel oil,2010,kilotonnes,2.8143
Uruguay,Fuel oil,2015,kilotonnes,5.3158
Uruguay,Fuel oil,2020,kilotonnes,5.7536
USSR,Fuel oil,2010,NULL,NULL
USSR,Fuel oil,2015,NULL,NULL
USSR,Fuel oil,2020,NULL,NULL
Uzbekistan,Fuel oil,2010,kilotonnes,3.127
Uzbekistan,Fuel oil,2015,kilotonnes,0.6036
Uzbekistan,Fuel oil,2020,kilotonnes,0.4954
Vanuatu,Fuel oil,2010,NULL,NULL
Vanuatu,Fuel oil,2015,NULL,NULL
Vanuatu,Fuel oil,2020,NULL,NULL
Venezuela (Bolivarian Republic of),Fuel oil,2010,kilotonnes,1892.9348
Venezuela (Bolivarian Republic of),Fuel oil,2015,kilotonnes,603.9188
Venezuela (Bolivarian Republic of),Fuel oil,2020,kilotonnes,306.7563
Viet Nam,Fuel oil,2010,kilotonnes,21.8887
Viet Nam,Fuel oil,2015,kilotonnes,9.1383
Viet Nam,Fuel oil,2020,kilotonnes,3.8602
Wallis and Futuna Islands,Fuel oil,2010,NULL,NULL
Wallis and Futuna Islands,Fuel oil,2015,NULL,NULL
Wallis and Futuna Islands,Fuel oil,2020,NULL,NULL
Western Sahara,Fuel oil,2010,NULL,NULL
Western Sahara,Fuel oil,2015,NULL,NULL
Western Sahara,Fuel oil,2020,NULL,NULL
Yemen,Fuel oil,2010,kilotonnes,59.6653
Yemen,Fuel oil,2015,kilotonnes,52.8074
Yemen,Fuel oil,2020,kilotonnes,37.5716
Yugoslav SFR,Fuel oil,2010,NULL,NULL
Yugoslav SFR,Fuel oil,2015,NULL,NULL
Yugoslav SFR,Fuel oil,2020,NULL,NULL
Zambia,Fuel oil,2010,kilotonnes,15.1538
Zambia,Fuel oil,2015,kilotonnes,13.5246
Zambia,Fuel oil,2020,kilotonnes,14.4223
Zimbabwe,Fuel oil,2010,kilotonnes,0.1573
Zimbabwe,Fuel oil,2015,kilotonnes,0.1478
Zimbabwe,Fuel oil,2020,kilotonnes,0.1402
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
